date,open,high,low,close,volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI,MACD,MACD_signal,MACD_hist,BB_middle,BB_std,BB_upper,BB_lower,target
2012-02-23 18:32:50.658326,96.80273216815075,99.11492024420568,95.19671373350913,98.50345995296034,7716536,97.1785297244549,97.579038058175,97.6445989581395,97.47946100767864,51.72802079362402,0.16513795046085988,-0.048152626111366816,0.2132905765722267,97.579038058175,2.276612246293825,102.13226255076265,93.02581356558736,0
2012-02-24 18:32:50.658326,98.50345995296034,102.03201728481254,95.32658349954342,98.40510245349135,7371471,97.68517444824693,97.49929318084956,97.78494749338688,97.5798945300336,60.19540804702063,0.20505296335328183,0.0029599218269495695,0.20209304152633226,97.49929318084956,2.2144316584833916,101.92815649781635,93.07042986388278,0
2012-02-25 18:32:50.658326,98.40510245349135,98.63565095930271,97.18639514349616,98.04127445700203,8534891,97.99127272364402,97.37088519572423,97.83212310346683,97.62929968015361,58.101739629516544,0.20282342331321956,0.043229761091726264,0.1595936622214933,97.37088519572423,2.09587864272345,101.56264248117112,93.17912791027733,0
2012-02-26 18:32:50.658326,98.04127445700203,98.27899798951222,95.77715967267723,96.70609045002627,6430755,98.01610278852093,97.28035022271385,97.62534319322549,97.53159835435102,55.419662000704434,0.09374483887447127,0.0533927684549468,0.04035207041952447,97.28035022271385,2.082841697851548,101.44603361841695,93.11466682701075,1
2012-02-27 18:32:50.658326,96.70609045002627,101.56825603634867,94.15152946383253,99.07063431556041,1038545,98.26464888965967,97.234110400185,97.89026885426031,97.69276462613571,61.32213642426643,0.19750422812460044,0.0823518156225979,0.11515241250200255,97.234110400185,2.0289620574381244,101.29203451506125,93.17618628530876,0
2012-02-28 18:32:50.658326,99.07063431556041,102.32952212030472,96.86366437751353,98.76444763938018,6296943,98.26482674851916,97.07850906986819,98.05027060896315,97.80393617090478,66.10526246655499,0.2463344380583692,0.1152727117388766,0.1310617263194926,97.07850906986819,1.755040981548655,100.5885910329655,93.56842710677088,0
2012-02-29 18:32:50.658326,98.76444763938018,102.0922720210869,97.65257166576116,97.91837642408983,1028869,98.08805254495564,97.07936876493625,98.0261591349537,97.8157076579731,59.153359105580606,0.21045147698059452,0.13436617122762445,0.07608530575297007,97.07936876493625,1.7554693310445715,100.5903074270254,93.5684301028471,0
2012-03-01 18:32:50.658326,97.91837642408983,102.15907653870123,97.11863854565426,97.22876951312467,7559250,98.01363671078866,97.17323302803473,97.88053327624168,97.75579112954149,52.52592657853465,0.12474214670018569,0.13243670114974604,-0.0076945544495603535,97.17323302803473,1.7077579109429755,100.58874884992068,93.75771720614878,1
2012-03-02 18:32:50.658326,97.22876951312467,102.66079024284916,94.44564666247298,98.26388485536239,5774276,97.97047722291481,97.30666328605581,97.95048743172644,97.80730633939038,55.19112401767623,0.14318109233606435,0.13458974397751405,0.0085913483585503,97.30666328605581,1.682038496607094,100.67074027926999,93.94258629284163,1
2012-03-03 18:32:50.658326,98.26388485536239,101.99320179797442,94.91499835950276,98.98208392459733,7690598,98.18841239855949,97.50623479660518,98.1386090080271,97.92568790791105,50.74581392355433,0.21292110011604848,0.1502802951571506,0.06264080495889787,97.50623479660518,1.6287285127592968,100.76369182212377,94.2487777710866,1
2012-03-04 18:32:50.658326,98.98208392459733,103.16700403864563,94.62511588385627,99.79914660458559,2101679,98.317981063722,97.74825539408846,98.44126018817346,98.11343662964705,50.38699327924784,0.3278235585264042,0.18583295989818754,0.14199059862821667,97.74825539408846,1.5894153673996199,100.9270861288877,94.56942465928923,1
2012-03-05 18:32:50.658326,99.79914660458559,105.56226553793799,97.58833603271466,100.65905797337597,3415553,98.54337661571046,98.1142755319787,98.84529924593217,98.36728277601374,59.76767920892915,0.4780164699184297,0.24432759218014405,0.23368887773828567,98.1142755319787,1.3445282108719392,100.80333195372259,95.42521911023482,1
2012-03-06 18:32:50.658326,100.65905797337597,108.92435003404174,97.9267972514939,104.9705825736672,4100543,99.23630742737699,98.61379007551051,99.9608012383388,99.02281827468263,68.09527291972614,0.9379829636561681,0.38316866770830477,0.5548142959478632,98.61379007551051,1.8714497913957222,102.35668965830195,94.87089049271907,0
2012-03-07 18:32:50.658326,104.9705825736672,106.32105354752022,103.22111901338664,104.11735015293561,8506755,99.97743339766791,98.99676809309442,100.7175443192802,99.52653952388134,72.43809595945754,1.1910047953988538,0.5448383635899261,0.6461664318089277,98.99676809309442,2.1673602087718606,103.33148851063814,94.6620476755507,0
2012-03-08 18:32:50.658326,104.11735015293561,106.50776496806112,102.17411123118121,103.05068304121488,2532072,100.37543827023336,99.32004357994651,101.14221368205335,99.87372616133352,64.5135034605288,1.2684875207198303,0.6896416189893557,0.5788459017304746,99.32004357994651,2.2685475458683086,103.85713867168313,94.7829484882099,0
2012-03-09 18:32:50.658326,103.05068304121488,103.15228557367662,101.10946529561905,101.37348633148974,4004761,100.63634213944432,99.45058444398174,101.18430074269318,100.02099461387134,58.606840284450826,1.1633061288218443,0.784412964780934,0.3788931640409102,99.45058444398174,2.3095339449412737,104.06965233386428,94.8315165540992,1
